sample_id,biosample,other_sample_id,collaborator_sample_id,dataset,env_broad_scale,env_medium,storage_medium,host_pooped,host_taxon,host_genus,host_species,animal_type,animal_ecomode,Clade_Order,Family,Diet,Diet_Detailed,Habitat,Metamorphosis,Reproduction,sex,svl,weight,collection_date,state,county,ecoregion_III,ecoregion_IV,site,gps_n,gps_w,walker_wash_swab_protocol,data_type,collector,notes_host,notes_lab,temp_code,,,,,,,,,,,,,,,,,,,,,,,,,
STP107,STP107,NA,NA,cryo,wild,fecal,water,Y,Plethodon shermani,Plethodon,shermani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,33,,5/7/2014,NC,macon,Blue Ridge,Southern Crystalline Ridges and Mountains,Wayah Gap - Appalachian Trail,35.15398,-83.5801,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP110,STP110,NA,NA,cryo,wild,fecal,water,Y,Plethodon shermani,Plethodon,shermani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,45,,5/7/2014,NC,macon,Blue Ridge,Southern Crystalline Ridges and Mountains,Wayah Gap - Appalachian Trail,35.15398,-83.5801,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP111,STP111,NA,NA,cryo,wild,fecal,water,Y,Plethodon shermani,Plethodon,shermani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,33,,5/7/2014,NC,macon,Blue Ridge,Southern Crystalline Ridges and Mountains,Wayah Gap - Appalachian Trail,35.15398,-83.5801,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP112,STP112,NA,NA,cryo,wild,fecal,water,Y,Plethodon shermani,Plethodon,shermani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,45,,5/7/2014,NC,macon,Blue Ridge,Southern Crystalline Ridges and Mountains,Wayah Gap - Appalachian Trail,35.15398,-83.5801,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP114,STP114,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,81,,5/7/2014,NC,graham,Blue Ridge,Southern Metasedimentary Mountains,Marvin Grinestaff house,35.341833,-83.72497,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP117,STP117,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,80,,5/7/2014,NC,graham,Blue Ridge,Southern Metasedimentary Mountains,Marvin Grinestaff house,35.341833,-83.72497,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP118,STP118,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,85,,5/7/2014,NC,graham,Blue Ridge,Southern Metasedimentary Mountains,Marvin Grinestaff house,35.341833,-83.72497,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP119,STP119,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,82,,5/7/2014,NC,graham,Blue Ridge,Southern Metasedimentary Mountains,Marvin Grinestaff house,35.341833,-83.72497,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP120,STP120,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,64,,5/7/2014,NC,graham,Blue Ridge,Southern Metasedimentary Mountains,Marvin Grinestaff house,35.341833,-83.72497,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP122,STP122,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,70,,5/7/2014,NC,graham,Blue Ridge,Southern Metasedimentary Mountains,Marvin Grinestaff house,35.341833,-83.72497,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP123,STP123,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,73,,5/7/2014,NC,graham,Blue Ridge,Southern Metasedimentary Mountains,Marvin Grinestaff house,35.341833,-83.72497,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP93,STP93,NA,NA,cryo,wild,fecal,water,Y,Plethodon shermani,Plethodon,shermani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,28,,5/7/2014,NC,macon,Blue Ridge,Southern Crystalline Ridges and Mountains,Wayah Gap - Appalachian Trail,35.15398,-83.5801,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP94,STP94,NA,NA,cryo,wild,fecal,water,Y,Plethodon shermani,Plethodon,shermani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,53,,5/7/2014,NC,macon,Blue Ridge,Southern Crystalline Ridges and Mountains,Wayah Gap - Appalachian Trail,35.15398,-83.5801,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP95,STP95,NA,NA,cryo,wild,fecal,water,Y,Plethodon shermani,Plethodon,shermani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,65,,5/7/2014,NC,macon,Blue Ridge,Southern Crystalline Ridges and Mountains,Wayah Gap - Appalachian Trail,35.15398,-83.5801,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP97,STP97,NA,NA,cryo,wild,fecal,water,Y,Plethodon shermani,Plethodon,shermani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,53,,5/7/2014,NC,macon,Blue Ridge,Southern Crystalline Ridges and Mountains,Wayah Gap - Appalachian Trail,35.15398,-83.5801,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP98,STP98,NA,NA,cryo,wild,fecal,water,Y,Plethodon shermani,Plethodon,shermani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,35,,5/7/2014,NC,macon,Blue Ridge,Southern Crystalline Ridges and Mountains,Wayah Gap - Appalachian Trail,35.15398,-83.5801,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP125,STP125,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,75,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Grassy Gap,35.3704,-84.08699,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP127,STP127,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,50,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Grassy Gap,35.3704,-84.08699,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP128,STP128,NA,NA,cryo,wild,fecal,water,Y,Plethodon aureolus,Plethodon,aureolus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, arthropods",Forest,Non-Meta,Oviparous,,42,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Grassy Gap,35.3704,-84.08699,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP129,STP129,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,70,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Grassy Gap,35.3704,-84.08699,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP130,STP130,NA,NA,cryo,wild,fecal,water,Y,Pseudotriton ruber,Pseudotriton,ruber,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Metamorphic,Oviparous,,83,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Grassy Gap,35.3704,-84.08699,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP133,STP133,NA,NA,cryo,wild,fecal,water,Y,Plethodon aureolus,Plethodon,aureolus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, arthropods",Forest,Non-Meta,Oviparous,,43,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP136,STP136,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,75,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP140,STP140,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,68,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP142,STP142,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,66,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP144,STP144,NA,NA,cryo,wild,fecal,water,Y,Plethodon aureolus,Plethodon,aureolus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, arthropods",Forest,Non-Meta,Oviparous,,45,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP145,STP145,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,55,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP148,STP148,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,48,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP149,STP149,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,58,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP150,STP150,NA,NA,cryo,wild,fecal,water,Y,Plethodon aureolus,Plethodon,aureolus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, arthropods",Forest,Non-Meta,Oviparous,,38,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP151,STP151,NA,NA,cryo,wild,fecal,water,Y,Plethodon aureolus,Plethodon,aureolus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, arthropods",Forest,Non-Meta,Oviparous,,58,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP153,STP153,NA,NA,cryo,wild,fecal,water,Y,Plethodon aureolus,Plethodon,aureolus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, arthropods",Forest,Non-Meta,Oviparous,,50,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP154,STP154,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,65,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP156,STP156,NA,NA,cryo,wild,fecal,water,Y,Plethodon teyahalee,Plethodon,teyahalee,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,70,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP157,STP157,NA,NA,cryo,wild,fecal,water,Y,Plethodon aureolus,Plethodon,aureolus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, arthropods",Forest,Non-Meta,Oviparous,,55,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP158,STP158,NA,NA,cryo,wild,fecal,water,Y,Plethodon aureolus,Plethodon,aureolus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, arthropods",Forest,Non-Meta,Oviparous,,39,,5/8/2014,TN,monroe,Blue Ridge,Southern Metasedimentary Mountains,Rattlesnake West,35.34683,-84.06108,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP161,STP161,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,54,,5/9/2014,GA,walker,Ridge and Valley,Southern Limestone/Dolomite Valleys and Low Rolling Hills,Pigeon Mountain,34.70266,-85.33889,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP165,STP165,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,68,,5/9/2014,GA,walker,Ridge and Valley,Southern Limestone/Dolomite Valleys and Low Rolling Hills,Pigeon Mountain,34.70266,-85.33889,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP166,STP166,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,55,,5/9/2014,GA,walker,Ridge and Valley,Southern Limestone/Dolomite Valleys and Low Rolling Hills,Pigeon Mountain,34.70266,-85.33889,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP169,STP169,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,74,,5/9/2014,GA,walker,Ridge and Valley,Southern Limestone/Dolomite Valleys and Low Rolling Hills,Pigeon Mountain,34.70266,-85.33889,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP172,STP172,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,70,,5/9/2014,GA,walker,Ridge and Valley,Southern Limestone/Dolomite Valleys and Low Rolling Hills,Pigeon Mountain,34.70266,-85.33889,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP173,STP173,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,79,,5/9/2014,GA,walker,Ridge and Valley,Southern Limestone/Dolomite Valleys and Low Rolling Hills,Pigeon Mountain,34.70266,-85.33889,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP174,STP174,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,60,,5/9/2014,GA,walker,Ridge and Valley,Southern Limestone/Dolomite Valleys and Low Rolling Hills,Pigeon Mountain,34.70266,-85.33889,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP177,STP177,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,78,,5/9/2014,GA,walker,Ridge and Valley,Southern Limestone/Dolomite Valleys and Low Rolling Hills,Pigeon Mountain,34.70266,-85.33889,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP178,STP178,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,72,,5/9/2014,GA,walker,Ridge and Valley,Southern Limestone/Dolomite Valleys and Low Rolling Hills,Pigeon Mountain,34.70266,-85.33889,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP179,STP179,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,77,,5/9/2014,GA,walker,Ridge and Valley,Southern Limestone/Dolomite Valleys and Low Rolling Hills,Pigeon Mountain,34.70266,-85.33889,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP180,STP180,NA,NA,cryo,wild,fecal,water,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,50,,5/9/2014,GA,walker,Ridge and Valley,Southern Limestone/Dolomite Valleys and Low Rolling Hills,Pigeon Mountain,34.70266,-85.33889,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP185,STP185,NA,NA,cryo,wild,fecal,water,Y,Plethodon mississippi,Plethodon,mississippi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,83,,5/10/2014,AL,hale,Southeastern Plains,Fall Line Hills,Talladega National Forest - Payne Lake,32.88997,-87.44212,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP193,STP193,NA,NA,cryo,wild,fecal,water,Y,Plethodon mississippi,Plethodon,mississippi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,38,,5/10/2014,AL,hale,Southeastern Plains,Fall Line Hills,Talladega National Forest - Payne Lake,32.88997,-87.44212,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP197,STP197,NA,NA,cryo,wild,fecal,water,Y,Plethodon mississippi,Plethodon,mississippi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,64,,5/10/2014,AL,hale,Southeastern Plains,Fall Line Hills,Talladega National Forest - Payne Lake,32.88997,-87.44212,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP200,STP200,NA,NA,cryo,wild,fecal,water,Y,Plethodon grobmani,Plethodon,grobmani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,77,,5/11/2014,AL,macon,Southeastern Plains,Fall Line Hills,Tuskegee National Forest,32.48092,-85.61804,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP201,STP201,NA,NA,cryo,wild,fecal,water,Y,Ambystoma opacum,Ambystoma,opacum,Salamander,Fossorial,Caudate,Ambystomatidae,Insectivore,"Insects, earthworms, arthropods",Forest,Metamorphic,Oviparous,,64,,5/11/2014,AL,macon,Southeastern Plains,Fall Line Hills,Tuskegee National Forest,32.48092,-85.61804,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP202,STP202,NA,NA,cryo,wild,fecal,water,Y,Plethodon grobmani,Plethodon,grobmani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,73,,5/11/2014,AL,macon,Southeastern Plains,Fall Line Hills,Tuskegee National Forest,32.48092,-85.61804,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP204,STP204,NA,NA,cryo,wild,fecal,water,Y,Plethodon grobmani,Plethodon,grobmani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,58,,5/11/2014,AL,macon,Southeastern Plains,Fall Line Hills,Tuskegee National Forest,32.48092,-85.61804,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP205,STP205,NA,NA,cryo,wild,fecal,water,Y,Ambystoma maculatum,Ambystoma,maculatum,Salamander,Fossorial,Caudate,Ambystomatidae,Insectivore,"Insects, earthworms, arthropods",Forest,Metamorphic,Oviparous,,60,,5/11/2014,AL,macon,Southeastern Plains,Fall Line Hills,Tuskegee National Forest,32.48092,-85.61804,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP208,STP208,NA,NA,cryo,wild,fecal,water,Y,Plethodon grobmani,Plethodon,grobmani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,80,,5/11/2014,AL,macon,Southeastern Plains,Fall Line Hills,Tuskegee National Forest,32.48092,-85.61804,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP209,STP209,NA,NA,cryo,wild,fecal,water,Y,Plethodon grobmani,Plethodon,grobmani,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,65,,5/11/2014,AL,macon,Southeastern Plains,Fall Line Hills,Tuskegee National Forest,32.48092,-85.61804,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP213,STP213,NA,NA,cryo,wild,fecal,water,Y,Ambystoma opacum,Ambystoma,opacum,Salamander,Fossorial,Caudate,Ambystomatidae,Insectivore,"Insects, earthworms, arthropods",Forest,Metamorphic,Oviparous,,65,,5/11/2014,AL,macon,Southeastern Plains,Fall Line Hills,Tuskegee National Forest,32.48092,-85.61804,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP215,STP215,NA,NA,cryo,wild,fecal,water,Y,Plethodon montanus,Plethodon,montanus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,56,,5/12/2014,NC,buncombe,Blue Ridge,Southern Crystalline Ridges and Mountains,Site #25 Weisrock and Larson- Near Craggy Pinnacle Trail,35.69996,-82.3988,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP216,STP216,NA,NA,cryo,wild,fecal,water,Y,Plethodon montanus,Plethodon,montanus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,48,,5/12/2014,NC,buncombe,Blue Ridge,Southern Crystalline Ridges and Mountains,Site #25 Weisrock and Larson- Near Craggy Pinnacle Trail,35.69996,-82.3988,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP217,STP217,NA,NA,cryo,wild,fecal,water,Y,Plethodon montanus,Plethodon,montanus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,53,,5/12/2014,NC,buncombe,Blue Ridge,Southern Crystalline Ridges and Mountains,Site #25 Weisrock and Larson- Near Craggy Pinnacle Trail,35.69996,-82.3988,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP218,STP218,NA,NA,cryo,wild,fecal,water,Y,Plethodon montanus,Plethodon,montanus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,55,,5/12/2014,NC,buncombe,Blue Ridge,Southern Crystalline Ridges and Mountains,Site #25 Weisrock and Larson- Near Craggy Pinnacle Trail,35.69996,-82.3988,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP221,STP221,NA,NA,cryo,wild,fecal,water,Y,Plethodon montanus,Plethodon,montanus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,55,,5/12/2014,NC,buncombe,Blue Ridge,Southern Crystalline Ridges and Mountains,Site #25 Weisrock and Larson- Near Craggy Pinnacle Trail,35.69996,-82.3988,1,metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
